Student_ID,Student_Seq,Gender,College,Course,Semester,Year,Year_Numeric,Sem_Numeric,GWA,Avg_Grade,Std_Grade,Sub_Count,Min_Grade,Max_Grade,is_inc,is_drop,fail_count,fail_rate,inc_rate,drop_rate,is_irregular
182_CEA_Bachelor_of_Science_in_Industrial_Engineering_1sem_2024-2025,182,0,CEA,Bachelor of Science in Industrial Engineering,1sem,2024-2025,2024.0,1,1.58,1.5833333333333333,0.484122918275927,9,1.0,2.5,0,0,0,0.0,0,0,0
182_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2024-2025,182,1,CEA,Bachelor of Science in Mechanical Engineering,1sem,2024-2025,2024.0,1,2.5,2.5,1.3693063937629153,6,1.25,5.0,1,0,2,0.3333333333333333,1,0,1
182_COAS_Bachelor_of_Arts_in_Communication_1sem_2024-2025,182,1,COAS,Bachelor of Arts in Communication,1sem,2024-2025,2024.0,1,1.89,1.8928571428571428,0.3181045051401759,7,1.5,2.5,0,0,0,0.0,0,0,0
182_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2024-2025,182,1,CTEC,Bachelor of Science in Industrial Technology,1sem,2024-2025,2024.0,1,2.43,2.4318181818181817,1.3559632604301504,11,1.0,5.0,1,0,2,0.1818181818181818,1,0,1
182_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2024-2025,182,1,CTEC,Bachelor of Technical-Vocational Teacher Education,1sem,2024-2025,2024.0,1,2.36,2.361111111111111,1.505775916632721,9,1.5,5.0,1,0,2,0.2222222222222222,1,0,1
183_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2024-2025,183,1,CAHS,Bachelor of Science in Midwifery,1sem,2024-2025,2024.0,1,2.14,2.138888888888889,0.5170697352496191,9,1.25,3.0,0,0,1,0.1111111111111111,0,0,0
183_CAHS_Bachelor_of_Science_in_Nursing_1sem_2024-2025,183,1,CAHS,Bachelor of Science in Nursing,1sem,2024-2025,2024.0,1,1.6,1.6,0.4594682917363407,10,1.0,2.5,0,0,0,0.0,0,0,0
183_CAHS_Bachelor_of_Science_in_Public_Health_1sem_2024-2025,183,1,CAHS,Bachelor of Science in Public Health,1sem,2024-2025,2024.0,1,1.62,1.625,0.2429563289518875,10,1.25,2.0,0,0,0,0.0,0,0,0
183_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2024-2025,183,0,CBA,Bachelor of Science in Hospitality Management,1sem,2024-2025,2024.0,1,2.04,2.0416666666666665,0.292261298612503,6,1.75,2.5,0,0,0,0.0,0,0,0
183_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2024-2025,183,1,CBA,Bachelor of Science in Tourism Management,1sem,2024-2025,2024.0,1,1.5,1.5,0.4506939094329986,9,1.0,2.5,0,0,0,0.0,0,0,0
183_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2024-2025,183,1,CCST,Bachelor of Science in Computer Science,1sem,2024-2025,2024.0,1,1.69,1.6875,0.3471825374147068,8,1.25,2.25,0,0,0,0.0,0,0,0
183_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_1sem_2024-2025,183,0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1sem,2024-2025,2024.0,1,2.84,2.84375,1.401131558012003,8,1.5,5.0,1,0,3,0.375,1,0,1
183_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2024-2025,183,1,CCST,Bachelor of Science in Information Technology,1sem,2024-2025,2024.0,1,1.69,1.6875,0.125,4,1.5,1.75,0,0,0,0.0,0,0,0
183_CEA_Bachelor_of_Science_in_Architecture_1sem_2024-2025,183,1,CEA,Bachelor of Science in Architecture,1sem,2024-2025,2024.0,1,1.8,1.7954545454545454,0.4850023430121474,11,1.0,2.5,0,0,0,0.0,0,0,0
183_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2024-2025,183,1,CEA,Bachelor of Science in Civil Engineering,1sem,2024-2025,2024.0,1,1.48,1.4772727272727273,0.5056498968474316,11,1.0,2.25,0,0,0,0.0,0,0,0
183_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2024-2025,183,0,CEA,Bachelor of Science in Electrical Engineering,1sem,2024-2025,2024.0,1,1.88,1.875,0.4629100498862757,8,1.0,2.5,0,0,0,0.0,0,0,0
183_CEA_Bachelor_of_Science_in_Electronics_Engineering_1sem_2024-2025,183,0,CEA,Bachelor of Science in Electronics Engineering,1sem,2024-2025,2024.0,1,1.64,1.6388888888888888,0.6627489050244527,9,1.0,3.0,0,0,1,0.1111111111111111,0,0,0
183_CEA_Bachelor_of_Science_in_Industrial_Engineering_1sem_2024-2025,183,1,CEA,Bachelor of Science in Industrial Engineering,1sem,2024-2025,2024.0,1,1.53,1.5277777777777777,0.551198189805123,9,1.0,2.5,0,0,0,0.0,0,0,0
183_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2024-2025,183,0,CEA,Bachelor of Science in Mechanical Engineering,1sem,2024-2025,2024.0,1,1.58,1.575,0.4417452760232856,10,1.0,2.25,0,0,0,0.0,0,0,0
183_COAS_Bachelor_of_Arts_in_Communication_1sem_2024-2025,183,0,COAS,Bachelor of Arts in Communication,1sem,2024-2025,2024.0,1,4.54,4.535714285714286,1.2283845372799886,7,1.75,5.0,1,0,6,0.8571428571428571,1,0,1
183_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2024-2025,183,0,CTEC,Bachelor of Science in Industrial Technology,1sem,2024-2025,2024.0,1,3.38,3.375,2.29809703885628,2,1.75,5.0,1,0,1,0.5,1,0,1
183_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2024-2025,183,1,CTEC,Bachelor of Technical-Vocational Teacher Education,1sem,2024-2025,2024.0,1,1.98,1.975,1.0957620382384328,10,1.25,5.0,1,0,1,0.1,1,0,1
184_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2024-2025,184,0,CAHS,Bachelor of Science in Midwifery,1sem,2024-2025,2024.0,1,2.19,2.1944444444444446,0.5120085719768545,9,1.5,3.0,0,0,1,0.1111111111111111,0,0,0
184_CAHS_Bachelor_of_Science_in_Nursing_1sem_2024-2025,184,0,CAHS,Bachelor of Science in Nursing,1sem,2024-2025,2024.0,1,2.35,2.35,1.1130538571376,10,1.0,5.0,1,0,2,0.2,1,0,1
184_CAHS_Bachelor_of_Science_in_Public_Health_1sem_2024-2025,184,1,CAHS,Bachelor of Science in Public Health,1sem,2024-2025,2024.0,1,1.45,1.45,0.3073181485764296,10,1.0,2.0,0,0,0,0.0,0,0,0
184_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2024-2025,184,0,CBA,Bachelor of Science in Hospitality Management,1sem,2024-2025,2024.0,1,1.25,1.25,0.2314550249431378,8,1.0,1.5,0,0,0,0.0,0,0,0
184_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2024-2025,184,1,CBA,Bachelor of Science in Tourism Management,1sem,2024-2025,2024.0,1,1.38,1.375,0.25,12,1.0,1.75,0,0,0,0.0,0,0,0
184_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2024-2025,184,0,CCST,Bachelor of Science in Computer Science,1sem,2024-2025,2024.0,1,1.47,1.46875,0.20863074009907,8,1.25,1.75,0,0,0,0.0,0,0,0
184_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_1sem_2024-2025,184,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1sem,2024-2025,2024.0,1,2.73,2.727272727272727,1.5429458247721526,11,1.0,5.0,1,0,4,0.3636363636363636,1,0,1
184_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2024-2025,184,0,CCST,Bachelor of Science in Information Technology,1sem,2024-2025,2024.0,1,1.62,1.625,0.3535533905932738,8,1.0,2.25,0,0,0,0.0,0,0,0
184_CEA_Bachelor_of_Science_in_Architecture_1sem_2024-2025,184,0,CEA,Bachelor of Science in Architecture,1sem,2024-2025,2024.0,1,1.7,1.7,0.8177713616898064,5,1.0,3.0,0,0,1,0.2,0,0,0
184_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2024-2025,184,1,CEA,Bachelor of Science in Civil Engineering,1sem,2024-2025,2024.0,1,2.19,2.1875,0.5543389456520863,4,1.75,3.0,0,0,1,0.25,0,0,0
184_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2024-2025,184,1,CEA,Bachelor of Science in Electrical Engineering,1sem,2024-2025,2024.0,1,2.38,2.375,1.2174328963613794,8,1.25,5.0,1,0,1,0.125,1,0,1
184_CEA_Bachelor_of_Science_in_Electronics_Engineering_1sem_2024-2025,184,1,CEA,Bachelor of Science in Electronics Engineering,1sem,2024-2025,2024.0,1,1.89,1.8928571428571428,0.4531634835874829,7,1.5,2.75,0,0,0,0.0,0,0,0
184_CEA_Bachelor_of_Science_in_Industrial_Engineering_1sem_2024-2025,184,1,CEA,Bachelor of Science in Industrial Engineering,1sem,2024-2025,2024.0,1,2.28,2.275,0.6917168656482378,10,1.0,3.0,0,0,3,0.3,0,0,0
184_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2024-2025,184,0,CEA,Bachelor of Science in Mechanical Engineering,1sem,2024-2025,2024.0,1,2.28,2.275,0.4479893351905203,10,1.5,2.75,0,0,0,0.0,0,0,0
184_COAS_Bachelor_of_Arts_in_Communication_1sem_2024-2025,184,0,COAS,Bachelor of Arts in Communication,1sem,2024-2025,2024.0,1,1.15,1.15,0.2236067977499789,5,1.0,1.5,0,0,0,0.0,0,0,0
184_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2024-2025,184,0,CTEC,Bachelor of Science in Industrial Technology,1sem,2024-2025,2024.0,1,2.07,2.0681818181818183,1.107310418824082,11,1.0,5.0,1,0,1,0.0909090909090909,1,0,1
184_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2024-2025,184,0,CTEC,Bachelor of Technical-Vocational Teacher Education,1sem,2024-2025,2024.0,1,1.9,1.9,0.3944053188733077,10,1.25,2.75,0,0,0,0.0,0,0,0
185_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2024-2025,185,0,CAHS,Bachelor of Science in Midwifery,1sem,2024-2025,2024.0,1,2.04,2.0416666666666665,0.5791516784631352,6,1.5,3.0,0,0,1,0.1666666666666666,0,0,0
185_CAHS_Bachelor_of_Science_in_Nursing_1sem_2024-2025,185,0,CAHS,Bachelor of Science in Nursing,1sem,2024-2025,2024.0,1,1.82,1.825,0.5143766454003655,10,1.0,3.0,0,0,1,0.1,0,0,0
185_CAHS_Bachelor_of_Science_in_Public_Health_1sem_2024-2025,185,1,CAHS,Bachelor of Science in Public Health,1sem,2024-2025,2024.0,1,2.12,2.125,0.517069735249619,10,1.25,2.75,0,0,0,0.0,0,0,0
185_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2024-2025,185,0,CBA,Bachelor of Science in Hospitality Management,1sem,2024-2025,2024.0,1,,,,8,0.0,0.0,0,1,0,0.0,0,1,1
185_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2024-2025,185,0,CBA,Bachelor of Science in Tourism Management,1sem,2024-2025,2024.0,1,1.69,1.6875,0.4732423621500228,4,1.0,2.0,0,0,0,0.0,0,0,0
185_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2024-2025,185,0,CCST,Bachelor of Science in Computer Science,1sem,2024-2025,2024.0,1,1.31,1.3055555555555556,0.3254270698294439,9,1.0,1.75,0,0,0,0.0,0,0,0
185_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_1sem_2024-2025,185,0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1sem,2024-2025,2024.0,1,1.33,1.3333333333333333,0.2795084971874737,9,1.0,1.75,0,0,0,0.0,0,0,0
185_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2024-2025,185,1,CCST,Bachelor of Science in Information Technology,1sem,2024-2025,2024.0,1,2.75,2.75,1.3287682265918312,9,1.5,5.0,1,0,2,0.2222222222222222,1,0,1
185_CEA_Bachelor_of_Science_in_Architecture_1sem_2024-2025,185,0,CEA,Bachelor of Science in Architecture,1sem,2024-2025,2024.0,1,2.06,2.0625,0.5132181379714255,8,1.5,2.75,0,0,0,0.0,0,0,0
185_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2024-2025,185,1,CEA,Bachelor of Science in Civil Engineering,1sem,2024-2025,2024.0,1,1.65,1.6458333333333333,0.6610798099711677,12,1.0,3.0,0,0,1,0.0833333333333333,0,0,0
185_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2024-2025,185,0,CEA,Bachelor of Science in Electrical Engineering,1sem,2024-2025,2024.0,1,2.12,2.125,0.823754471047914,8,1.0,3.0,0,0,1,0.125,0,0,0
185_CEA_Bachelor_of_Science_in_Electronics_Engineering_1sem_2024-2025,185,0,CEA,Bachelor of Science in Electronics Engineering,1sem,2024-2025,2024.0,1,2.0,2.0,0.5590169943749475,7,1.5,3.0,0,0,1,0.1428571428571428,0,0,0
185_CEA_Bachelor_of_Science_in_Industrial_Engineering_1sem_2024-2025,185,0,CEA,Bachelor of Science in Industrial Engineering,1sem,2024-2025,2024.0,1,2.14,2.138888888888889,0.7192781875680029,9,1.0,3.0,0,0,1,0.1111111111111111,0,0,0
185_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2024-2025,185,0,CEA,Bachelor of Science in Mechanical Engineering,1sem,2024-2025,2024.0,1,1.7,1.7,0.4377975178854565,10,1.0,2.25,0,0,0,0.0,0,0,0
185_COAS_Bachelor_of_Arts_in_Communication_1sem_2024-2025,185,0,COAS,Bachelor of Arts in Communication,1sem,2024-2025,2024.0,1,1.5,1.5,0.2988071523335984,8,1.0,2.0,0,0,0,0.0,0,0,0
185_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2024-2025,185,0,CTEC,Bachelor of Science in Industrial Technology,1sem,2024-2025,2024.0,1,1.32,1.318181818181818,0.2977185980693239,11,1.0,2.0,0,0,0,0.0,0,0,0
185_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2024-2025,185,1,CTEC,Bachelor of Technical-Vocational Teacher Education,1sem,2024-2025,2024.0,1,1.08,1.0833333333333333,0.1443375672974064,3,1.0,1.25,0,0,0,0.0,0,0,0
186_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2024-2025,186,0,CAHS,Bachelor of Science in Midwifery,1sem,2024-2025,2024.0,1,2.25,2.25,0.6614378277661477,3,1.5,2.75,0,0,0,0.0,0,0,0
186_CAHS_Bachelor_of_Science_in_Nursing_1sem_2024-2025,186,1,CAHS,Bachelor of Science in Nursing,1sem,2024-2025,2024.0,1,1.32,1.325,0.3129163892586431,10,1.0,1.75,0,0,0,0.0,0,0,0
186_CAHS_Bachelor_of_Science_in_Public_Health_1sem_2024-2025,186,1,CAHS,Bachelor of Science in Public Health,1sem,2024-2025,2024.0,1,1.68,1.675,0.2898754521821014,10,1.25,2.0,0,0,0,0.0,0,0,0
186_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2024-2025,186,1,CBA,Bachelor of Science in Hospitality Management,1sem,2024-2025,2024.0,1,1.45,1.45,0.273861278752583,5,1.25,1.75,0,0,0,0.0,0,0,0
186_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2024-2025,186,1,CBA,Bachelor of Science in Tourism Management,1sem,2024-2025,2024.0,1,1.61,1.6111111111111112,0.4526158538000089,9,1.0,2.5,0,0,0,0.0,0,0,0
186_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2024-2025,186,1,CCST,Bachelor of Science in Computer Science,1sem,2024-2025,2024.0,1,1.73,1.7272727272727273,0.5178627406773132,11,1.25,2.75,0,0,0,0.0,0,0,0
186_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_1sem_2024-2025,186,0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1sem,2024-2025,2024.0,1,1.96,1.9642857142857144,0.5482656637937835,7,1.25,2.75,0,0,0,0.0,0,0,0
186_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2024-2025,186,1,CCST,Bachelor of Science in Information Technology,1sem,2024-2025,2024.0,1,1.45,1.45,0.3073181485764296,10,1.0,2.0,0,0,0,0.0,0,0,0
186_CEA_Bachelor_of_Science_in_Architecture_1sem_2024-2025,186,1,CEA,Bachelor of Science in Architecture,1sem,2024-2025,2024.0,1,2.31,2.3125,0.4732423621500228,4,2.0,3.0,0,0,1,0.25,0,0,0
186_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2024-2025,186,1,CEA,Bachelor of Science in Civil Engineering,1sem,2024-2025,2024.0,1,3.25,3.25,1.20761472884912,6,0.0,5.0,1,1,2,0.3333333333333333,1,1,1
186_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2024-2025,186,1,CEA,Bachelor of Science in Electrical Engineering,1sem,2024-2025,2024.0,1,2.75,2.75,1.564106317175585,8,1.0,5.0,1,0,3,0.375,1,0,1
186_CEA_Bachelor_of_Science_in_Electronics_Engineering_1sem_2024-2025,186,1,CEA,Bachelor of Science in Electronics Engineering,1sem,2024-2025,2024.0,1,1.58,1.5833333333333333,0.649519052838329,9,1.0,2.75,0,0,0,0.0,0,0,0
186_CEA_Bachelor_of_Science_in_Industrial_Engineering_1sem_2024-2025,186,0,CEA,Bachelor of Science in Industrial Engineering,1sem,2024-2025,2024.0,1,1.61,1.6111111111111112,0.4695594862326935,9,1.0,2.5,0,0,0,0.0,0,0,0
186_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2024-2025,186,0,CEA,Bachelor of Science in Mechanical Engineering,1sem,2024-2025,2024.0,1,4.14,4.138888888888889,1.3527235900623271,9,1.5,5.0,1,0,7,0.7777777777777778,1,0,1
186_COAS_Bachelor_of_Arts_in_Communication_1sem_2024-2025,186,1,COAS,Bachelor of Arts in Communication,1sem,2024-2025,2024.0,1,1.2,1.2,0.2091650066335189,5,1.0,1.5,0,0,0,0.0,0,0,0
186_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2024-2025,186,0,CTEC,Bachelor of Science in Industrial Technology,1sem,2024-2025,2024.0,1,3.09,3.090909090909091,1.2362884335417408,11,2.0,5.0,1,0,3,0.2727272727272727,1,0,1
186_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2024-2025,186,1,CTEC,Bachelor of Technical-Vocational Teacher Education,1sem,2024-2025,2024.0,1,1.08,1.0833333333333333,0.1443375672974064,3,1.0,1.25,0,0,0,0.0,0,0,0
187_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2024-2025,187,0,CAHS,Bachelor of Science in Midwifery,1sem,2024-2025,2024.0,1,2.75,2.75,,1,2.75,2.75,0,0,0,0.0,0,0,0
187_CAHS_Bachelor_of_Science_in_Nursing_1sem_2024-2025,187,1,CAHS,Bachelor of Science in Nursing,1sem,2024-2025,2024.0,1,1.5,1.5,0.7071067811865476,2,1.0,2.0,0,0,0,0.0,0,0,0
187_CAHS_Bachelor_of_Science_in_Public_Health_1sem_2024-2025,187,1,CAHS,Bachelor of Science in Public Health,1sem,2024-2025,2024.0,1,1.6,1.6,0.3162277660168379,10,1.25,2.25,0,0,0,0.0,0,0,0
187_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2024-2025,187,1,CBA,Bachelor of Science in Hospitality Management,1sem,2024-2025,2024.0,1,1.33,1.3333333333333333,0.1443375672974064,3,1.25,1.5,0,0,0,0.0,0,0,0
187_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2024-2025,187,1,CBA,Bachelor of Science in Tourism Management,1sem,2024-2025,2024.0,1,,,,9,0.0,0.0,0,1,0,0.0,0,1,1
187_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2024-2025,187,1,CCST,Bachelor of Science in Computer Science,1sem,2024-2025,2024.0,1,4.03,4.03125,1.3786477588046713,8,1.75,5.0,1,0,6,0.75,1,0,1
187_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_1sem_2024-2025,187,0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1sem,2024-2025,2024.0,1,1.57,1.5714285714285714,0.4260840516231733,7,1.0,2.0,0,0,0,0.0,0,0,0
187_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2024-2025,187,0,CCST,Bachelor of Science in Information Technology,1sem,2024-2025,2024.0,1,4.64,4.642857142857143,0.944911182523068,7,2.5,5.0,1,0,6,0.8571428571428571,1,0,1
187_CEA_Bachelor_of_Science_in_Architecture_1sem_2024-2025,187,1,CEA,Bachelor of Science in Architecture,1sem,2024-2025,2024.0,1,1.97,1.9722222222222223,0.4583333333333333,9,1.5,2.75,0,0,0,0.0,0,0,0
187_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2024-2025,187,1,CEA,Bachelor of Science in Civil Engineering,1sem,2024-2025,2024.0,1,5.0,5.0,0.0,3,5.0,5.0,1,0,3,1.0,1,0,1
187_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2024-2025,187,0,CEA,Bachelor of Science in Electrical Engineering,1sem,2024-2025,2024.0,1,1.88,1.875,0.6267831705280087,8,1.0,3.0,0,0,1,0.125,0,0,0
187_CEA_Bachelor_of_Science_in_Electronics_Engineering_1sem_2024-2025,187,0,CEA,Bachelor of Science in Electronics Engineering,1sem,2024-2025,2024.0,1,1.79,1.7916666666666667,0.5791516784631352,6,1.0,2.5,0,0,0,0.0,0,0,0
187_CEA_Bachelor_of_Science_in_Industrial_Engineering_1sem_2024-2025,187,1,CEA,Bachelor of Science in Industrial Engineering,1sem,2024-2025,2024.0,1,2.06,2.0625,0.8100925873009825,8,1.0,3.0,0,0,1,0.125,0,0,0
187_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2024-2025,187,0,CEA,Bachelor of Science in Mechanical Engineering,1sem,2024-2025,2024.0,1,1.89,1.8888888888888888,0.6263873490988712,9,1.0,3.0,0,0,1,0.1111111111111111,0,0,0
187_COAS_Bachelor_of_Arts_in_Communication_1sem_2024-2025,187,0,COAS,Bachelor of Arts in Communication,1sem,2024-2025,2024.0,1,1.75,1.75,0.25,7,1.5,2.25,0,0,0,0.0,0,0,0
187_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2024-2025,187,0,CTEC,Bachelor of Science in Industrial Technology,1sem,2024-2025,2024.0,1,1.91,1.90625,0.3256175451573298,8,1.5,2.5,0,0,0,0.0,0,0,0
187_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2024-2025,187,0,CTEC,Bachelor of Technical-Vocational Teacher Education,1sem,2024-2025,2024.0,1,1.25,1.25,0.0,3,1.25,1.25,0,0,0,0.0,0,0,0
188_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2024-2025,188,1,CAHS,Bachelor of Science in Midwifery,1sem,2024-2025,2024.0,1,2.08,2.083333333333333,0.5627314338711377,6,1.5,3.0,0,0,1,0.1666666666666666,0,0,0
188_CAHS_Bachelor_of_Science_in_Nursing_1sem_2024-2025,188,1,CAHS,Bachelor of Science in Nursing,1sem,2024-2025,2024.0,1,1.62,1.625,0.3273268353539885,8,1.25,2.25,0,0,0,0.0,0,0,0
188_CAHS_Bachelor_of_Science_in_Public_Health_1sem_2024-2025,188,1,CAHS,Bachelor of Science in Public Health,1sem,2024-2025,2024.0,1,1.95,1.95,0.3496029493900505,10,1.5,2.5,0,0,0,0.0,0,0,0
188_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2024-2025,188,0,CBA,Bachelor of Science in Hospitality Management,1sem,2024-2025,2024.0,1,1.59,1.59375,0.3519714882933397,8,1.25,2.25,0,0,0,0.0,0,0,0
188_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2024-2025,188,1,CBA,Bachelor of Science in Tourism Management,1sem,2024-2025,2024.0,1,2.31,2.305555555555556,1.1303883305208782,9,1.25,5.0,1,0,1,0.1111111111111111,1,0,1
188_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2024-2025,188,1,CCST,Bachelor of Science in Computer Science,1sem,2024-2025,2024.0,1,1.5,1.5,0.4031128874149275,11,1.0,2.25,0,0,0,0.0,0,0,0
188_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_1sem_2024-2025,188,0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1sem,2024-2025,2024.0,1,1.64,1.6428571428571428,0.4295623464921123,7,1.0,2.25,0,0,0,0.0,0,0,0
188_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2024-2025,188,1,CCST,Bachelor of Science in Information Technology,1sem,2024-2025,2024.0,1,1.48,1.475,0.2993047499344662,10,1.0,2.0,0,0,0,0.0,0,0,0
188_CEA_Bachelor_of_Science_in_Architecture_1sem_2024-2025,188,0,CEA,Bachelor of Science in Architecture,1sem,2024-2025,2024.0,1,2.96,2.958333333333333,1.6233966448981796,6,1.25,5.0,1,0,2,0.3333333333333333,1,0,1
188_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2024-2025,188,1,CEA,Bachelor of Science in Civil Engineering,1sem,2024-2025,2024.0,1,1.86,1.8636363636363635,1.2518168614240082,11,1.0,5.0,1,0,1,0.0909090909090909,1,0,1
188_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2024-2025,188,1,CEA,Bachelor of Science in Electrical Engineering,1sem,2024-2025,2024.0,1,2.97,2.96875,1.7999875991636325,8,1.0,5.0,1,0,4,0.5,1,0,1
188_CEA_Bachelor_of_Science_in_Electronics_Engineering_1sem_2024-2025,188,0,CEA,Bachelor of Science in Electronics Engineering,1sem,2024-2025,2024.0,1,1.75,1.75,0.570087712549569,6,1.0,2.5,0,0,0,0.0,0,0,0
188_CEA_Bachelor_of_Science_in_Industrial_Engineering_1sem_2024-2025,188,0,CEA,Bachelor of Science in Industrial Engineering,1sem,2024-2025,2024.0,1,1.56,1.5555555555555556,0.4639803635691685,9,1.0,2.25,0,0,0,0.0,0,0,0
188_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2024-2025,188,0,CEA,Bachelor of Science in Mechanical Engineering,1sem,2024-2025,2024.0,1,1.82,1.825,0.73645170317619,10,1.0,3.0,0,0,1,0.1,0,0,0
188_COAS_Bachelor_of_Arts_in_Communication_1sem_2024-2025,188,0,COAS,Bachelor of Arts in Communication,1sem,2024-2025,2024.0,1,1.78,1.78125,0.5077524002897476,8,1.0,2.5,0,0,0,0.0,0,0,0
188_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2024-2025,188,0,CTEC,Bachelor of Science in Industrial Technology,1sem,2024-2025,2024.0,1,1.68,1.681818181818182,0.5011350752405619,11,1.0,2.5,0,0,0,0.0,0,0,0
188_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2024-2025,188,1,CTEC,Bachelor of Technical-Vocational Teacher Education,1sem,2024-2025,2024.0,1,2.55,2.55,1.3934369977385654,10,1.5,5.0,1,0,3,0.3,1,0,1
189_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2024-2025,189,0,CAHS,Bachelor of Science in Midwifery,1sem,2024-2025,2024.0,1,1.5,1.5,0.4472135954999579,11,1.0,2.5,0,0,0,0.0,0,0,0
189_CAHS_Bachelor_of_Science_in_Nursing_1sem_2024-2025,189,0,CAHS,Bachelor of Science in Nursing,1sem,2024-2025,2024.0,1,1.72,1.71875,0.4317220501334494,8,1.25,2.5,0,0,0,0.0,0,0,0
189_CAHS_Bachelor_of_Science_in_Public_Health_1sem_2024-2025,189,1,CAHS,Bachelor of Science in Public Health,1sem,2024-2025,2024.0,1,1.58,1.575,0.4417452760232857,10,1.0,2.25,0,0,0,0.0,0,0,0
